NumberCreated, TotalCreationTime, TotalRSS
40, 0.000681, 1708
40, 0.001707, 1672
40, 0.000868, 1768
40, 0.001632, 1636
40, 0.001879, 1680
40, 0.002291, 1768
40, 0.001370, 1680
40, 0.001788, 1700
40, 0.001501, 1640
40, 0.001708, 1688
40, 0.001714, 1672
40, 0.001721, 1672
40, 0.000759, 1716
40, 0.001612, 1672
40, 0.000665, 1680
40, 0.002180, 1708
40, 0.001805, 1700
40, 0.001586, 1636
40, 0.001751, 1680
40, 0.001850, 1708
40, 0.001391, 1636
40, 0.001507, 1728
40, 0.001522, 1764
40, 0.001764, 1776
40, 0.001877, 1636
40, 0.001723, 1708
40, 0.001762, 1768
40, 0.001246, 1680
40, 0.001686, 1708
40, 0.001036, 1768
40, 0.000825, 1700
40, 0.001954, 1700
40, 0.001636, 1708
40, 0.001764, 1636
40, 0.001825, 1704
40, 0.001709, 1716
40, 0.001691, 1708
40, 0.001892, 1680
40, 0.001441, 1752
40, 0.000692, 1708
40, 0.002029, 1708
40, 0.001988, 1708
40, 0.001577, 1700
40, 0.001732, 1640
40, 0.000729, 1716
40, 0.001689, 1672
40, 0.001706, 1776
40, 0.002032, 1728
40, 0.001482, 1720
40, 0.001692, 1768
40, 0.001739, 1708
40, 0.002066, 1716
40, 0.001383, 1764
40, 0.001728, 1708
40, 0.001617, 1700
40, 0.001682, 1768
40, 0.002020, 1708
40, 0.001537, 1768
40, 0.001454, 1708
40, 0.000812, 1776
40, 0.000839, 1708
40, 0.000682, 1776
40, 0.001285, 1680
40, 0.002168, 1672
40, 0.001618, 1716
40, 0.001578, 1776
40, 0.001463, 1700
40, 0.000633, 1640
40, 0.001444, 1688
40, 0.001774, 1708
40, 0.001663, 1728
40, 0.002092, 1688
40, 0.000649, 1776
40, 0.001376, 1688
40, 0.001678, 1768
40, 0.001644, 1708
40, 0.001992, 1680
40, 0.000891, 1708
40, 0.001549, 1728
40, 0.001677, 1768
40, 0.001051, 1728
40, 0.000958, 1636
40, 0.001724, 1716
40, 0.001626, 1716
40, 0.001716, 1680
40, 0.001649, 1680
40, 0.000830, 1752
40, 0.001678, 1708
40, 0.001471, 1636
40, 0.001594, 1708
50, 0.001113, 1636
50, 0.000864, 1680
50, 0.000896, 1728
50, 0.001926, 1768
50, 0.002483, 1768
50, 0.001827, 1716
50, 0.002040, 1772
50, 0.002156, 1688
50, 0.002001, 1768
50, 0.000848, 1708
50, 0.000909, 1708
50, 0.000844, 1700
50, 0.002035, 1764
50, 0.002088, 1768
50, 0.002407, 1772
50, 0.002390, 1636
50, 0.000971, 1768
50, 0.002001, 1708
50, 0.000855, 1716
50, 0.001886, 1716
50, 0.001774, 1764
50, 0.000873, 1688
50, 0.001745, 1768
50, 0.000852, 1640
50, 0.001074, 1708
50, 0.001749, 1752
50, 0.000975, 1700
50, 0.002081, 1688
50, 0.000834, 1708
50, 0.002067, 1716
50, 0.001884, 1672
50, 0.001038, 1768
50, 0.001009, 1708
50, 0.002037, 1636
50, 0.001981, 1680
50, 0.000969, 1672
50, 0.002304, 1700
50, 0.000849, 1708
50, 0.001967, 1752
50, 0.000844, 1764
50, 0.002014, 1764
50, 0.001046, 1752
50, 0.001979, 1752
50, 0.000984, 1708
50, 0.001898, 1776
50, 0.000810, 1708
50, 0.002441, 1680
50, 0.002032, 1680
50, 0.002253, 1672
50, 0.002222, 1768
50, 0.002286, 1708
50, 0.002078, 1764
50, 0.001853, 1764
50, 0.001830, 1768
50, 0.000750, 1672
50, 0.001746, 1776
50, 0.002253, 1768
50, 0.002072, 1708
50, 0.001994, 1728
50, 0.000935, 1728
50, 0.001863, 1768
50, 0.002040, 1672
50, 0.002095, 1768
50, 0.001930, 1700
50, 0.000832, 1728
50, 0.002573, 1708
50, 0.000819, 1676
50, 0.002041, 1764
50, 0.001645, 1688
50, 0.001925, 1768
50, 0.002035, 1688
50, 0.000868, 1764
50, 0.002329, 1728
50, 0.000993, 1728
50, 0.002230, 1768
50, 0.002268, 1728
50, 0.002134, 1752
50, 0.002229, 1680
50, 0.002413, 1716
50, 0.002482, 1776
50, 0.001884, 1704
50, 0.001972, 1728
50, 0.002059, 1708
50, 0.002466, 1688
50, 0.001134, 1672
50, 0.001868, 1764
50, 0.002916, 1708
50, 0.002178, 1708
50, 0.000881, 1708
50, 0.002270, 1680
50, 0.001803, 1752
50, 0.002056, 1768
50, 0.002170, 1768
50, 0.002259, 1768
50, 0.001742, 1708
50, 0.001941, 1708
50, 0.000985, 1700
50, 0.002554, 1732
50, 0.002474, 1716
50, 0.002092, 1764
50, 0.002027, 1708
60, 0.001060, 2032
60, 0.002460, 1952
60, 0.002167, 1952
60, 0.002457, 1936
60, 0.002639, 1956
60, 0.002479, 1964
60, 0.002454, 1936
60, 0.002346, 1972
60, 0.001209, 2036
60, 0.002364, 1992
60, 0.002558, 1992
60, 0.002476, 1952
60, 0.001540, 1972
60, 0.002595, 1964
60, 0.002431, 2040
60, 0.001991, 2016
60, 0.003063, 2032
60, 0.001232, 1952
60, 0.002882, 1972
60, 0.002141, 2032
60, 0.001033, 2032
60, 0.002566, 2032
60, 0.002857, 1944
60, 0.002484, 1972
60, 0.002053, 2040
60, 0.001020, 1972
60, 0.001198, 2016
60, 0.001221, 2032
60, 0.001447, 1972
60, 0.002437, 1900
60, 0.001352, 2040
60, 0.002526, 2040
60, 0.002466, 2016
60, 0.002952, 2016
60, 0.002678, 1900
60, 0.002749, 2032
60, 0.001018, 2016
60, 0.001013, 1972
60, 0.002589, 1936
60, 0.002355, 1900
60, 0.002637, 1992
60, 0.002534, 1972
60, 0.002411, 1956
60, 0.002785, 1972
60, 0.002410, 1980
60, 0.001307, 1964
60, 0.002435, 1936
60, 0.001224, 1980
60, 0.002412, 1936
60, 0.002173, 2032
60, 0.002399, 1952
60, 0.002731, 1972
60, 0.002478, 1992
60, 0.002960, 2040
60, 0.001044, 1936
60, 0.001017, 1952
60, 0.002527, 2040
60, 0.001020, 1980
60, 0.000965, 1972
60, 0.002326, 1944
60, 0.001230, 1972
60, 0.001200, 1944
60, 0.003025, 1952
60, 0.001000, 1972
60, 0.002857, 2040
60, 0.002881, 1972
60, 0.002603, 1972
60, 0.002568, 1944
60, 0.001222, 1944
60, 0.003057, 2040
60, 0.002602, 1972
60, 0.002952, 1952
60, 0.001423, 1992
60, 0.002470, 1964
60, 0.001239, 1964
60, 0.002629, 1992
60, 0.002882, 1936
60, 0.002465, 1972
60, 0.002160, 2016
60, 0.002690, 1900
60, 0.002477, 2016
60, 0.001015, 1944
60, 0.001021, 2032
60, 0.000954, 1972
60, 0.002308, 2040
60, 0.002220, 2032
60, 0.002623, 2032
60, 0.002420, 1952
60, 0.002723, 1900
60, 0.002408, 1944
60, 0.001577, 1972
60, 0.002397, 2032
60, 0.002776, 2032
60, 0.002123, 2016
60, 0.002460, 1936
60, 0.001267, 1972
60, 0.002741, 2032
60, 0.002940, 2032
60, 0.002551, 1952
60, 0.002032, 2036
60, 0.003080, 1944
70, 0.003148, 2028
70, 0.001215, 1972
70, 0.001193, 1904
70, 0.001428, 1972
70, 0.001290, 1980
70, 0.003327, 1944
70, 0.002867, 2040
70, 0.001221, 1972
70, 0.003051, 1944
70, 0.003253, 1952
70, 0.002912, 1900
70, 0.003356, 1972
70, 0.003273, 2032
70, 0.001366, 1980
70, 0.003130, 1972
70, 0.003475, 1972
70, 0.003409, 1936
70, 0.001979, 2032
70, 0.001076, 2032
70, 0.002977, 1952
70, 0.003393, 1900
70, 0.003133, 1972
70, 0.002876, 1952
70, 0.002801, 1972
70, 0.001213, 1980
70, 0.001272, 1980
70, 0.001252, 1980
70, 0.003100, 1992
70, 0.002678, 1900
70, 0.002902, 2016
70, 0.001253, 2028
70, 0.001491, 1972
70, 0.001171, 1952
70, 0.002740, 1992
70, 0.002953, 2028
70, 0.001359, 1980
70, 0.001580, 1952
70, 0.003054, 1992
70, 0.002501, 2032
70, 0.002965, 1980
70, 0.001261, 2036
70, 0.002927, 1972
70, 0.003203, 1980
70, 0.002692, 1972
70, 0.002763, 2032
70, 0.001503, 2040
70, 0.002888, 2028
70, 0.003346, 2032
70, 0.002612, 1972
70, 0.002809, 2032
70, 0.002851, 2032
70, 0.001262, 1972
70, 0.002683, 2040
70, 0.001412, 1980
70, 0.002954, 2016
70, 0.002554, 2040
70, 0.003343, 1944
70, 0.003044, 2032
70, 0.002955, 1980
70, 0.001349, 1980
70, 0.003290, 1936
70, 0.002490, 1972
70, 0.002390, 1972
70, 0.002694, 1944
70, 0.001300, 1964
70, 0.002104, 2032
70, 0.003369, 2032
70, 0.002037, 2032
70, 0.001322, 2016
70, 0.001238, 2016
70, 0.003225, 1972
70, 0.001208, 1904
70, 0.001240, 2032
70, 0.002725, 1972
70, 0.001288, 1992
70, 0.001097, 2016
70, 0.001258, 1972
70, 0.001393, 2040
70, 0.001300, 1980
70, 0.003633, 2032
70, 0.002676, 2040
70, 0.002981, 1972
70, 0.003431, 1992
70, 0.002671, 2032
70, 0.003622, 1936
70, 0.002449, 2032
70, 0.002678, 1972
70, 0.001454, 1964
70, 0.002279, 2032
70, 0.003086, 1980
70, 0.002554, 1992
70, 0.001374, 1952
70, 0.001210, 2032
70, 0.002533, 1968
70, 0.003544, 1980
70, 0.002522, 1936
70, 0.003399, 1980
70, 0.001103, 2032
70, 0.002487, 1972
70, 0.001417, 1972
70, 0.002697, 2028
80, 0.001382, 1972
80, 0.001501, 1944
80, 0.003302, 1936
80, 0.001382, 2028
80, 0.003379, 2032
80, 0.003469, 1980
80, 0.001341, 1992
80, 0.003056, 1900
80, 0.001564, 1992
80, 0.001607, 2028
80, 0.001518, 1944
80, 0.001407, 1900
80, 0.002992, 1936
80, 0.003182, 1984
80, 0.003418, 1972
80, 0.003099, 2032
80, 0.003398, 2016
80, 0.003610, 1980
80, 0.001489, 2028
80, 0.003092, 2032
80, 0.001428, 1964
80, 0.001663, 1964
80, 0.003062, 2032
80, 0.003214, 2016
80, 0.003107, 1980
80, 0.001588, 1972
80, 0.001734, 2032
80, 0.003052, 1980
80, 0.001542, 2040
80, 0.003162, 1972
80, 0.001330, 1992
80, 0.003623, 2032
80, 0.003065, 1952
80, 0.001627, 1972
80, 0.002954, 1972
80, 0.001797, 2032
80, 0.001543, 1936
80, 0.002989, 2016
80, 0.003668, 2040
80, 0.003510, 2032
80, 0.001534, 1972
80, 0.001409, 2040
80, 0.002990, 2032
80, 0.003348, 2032
80, 0.003107, 1964
80, 0.003490, 2040
80, 0.001660, 2016
80, 0.003024, 2040
80, 0.003879, 2040
80, 0.003240, 1964
80, 0.001613, 1900
80, 0.001475, 2040
80, 0.003046, 1972
80, 0.001511, 1936
80, 0.003120, 1952
80, 0.001519, 2032
80, 0.001464, 1944
80, 0.002932, 2032
80, 0.001582, 2028
80, 0.001558, 1972
80, 0.001404, 2032
80, 0.001611, 1972
80, 0.002923, 2036
80, 0.003499, 2040
80, 0.001572, 1900
80, 0.002177, 1972
80, 0.003676, 1972
80, 0.002999, 1944
80, 0.001283, 1936
80, 0.001626, 2032
80, 0.003625, 1900
80, 0.003876, 2032
80, 0.002695, 2032
80, 0.001608, 1900
80, 0.001413, 1936
80, 0.001466, 1972
80, 0.001372, 1936
80, 0.002726, 2032
80, 0.001311, 1936
80, 0.001392, 2032
80, 0.003330, 2028
80, 0.001571, 1900
80, 0.002934, 1992
80, 0.003434, 2016
80, 0.001506, 1944
80, 0.002930, 2032
80, 0.003065, 1900
80, 0.003556, 1952
80, 0.001680, 1936
80, 0.001426, 1944
80, 0.001441, 2028
80, 0.003239, 2032
80, 0.002969, 2032
80, 0.003036, 1972
80, 0.001527, 1972
80, 0.001493, 2028
80, 0.001431, 2016
80, 0.001254, 1992
80, 0.003653, 2028
80, 0.001395, 1980
80, 0.001413, 1980
90, 0.001840, 2236
90, 0.003213, 2296
90, 0.003629, 2236
90, 0.003754, 2228
90, 0.003376, 2200
90, 0.001673, 2200
90, 0.003386, 2236
90, 0.001560, 2236
90, 0.001591, 2292
90, 0.001778, 2200
90, 0.001688, 2164
90, 0.003147, 2236
90, 0.001528, 2296
90, 0.001676, 2244
90, 0.001708, 2228
90, 0.001792, 2200
90, 0.003070, 2236
90, 0.001753, 2236
90, 0.003571, 2296
90, 0.001808, 2216
90, 0.001822, 2236
90, 0.003166, 2244
90, 0.001643, 2200
90, 0.001644, 2208
90, 0.001771, 2292
90, 0.001740, 2284
90, 0.002848, 2208
90, 0.001801, 2236
90, 0.001500, 2236
90, 0.001722, 2236
90, 0.003913, 2296
90, 0.001517, 2296
90, 0.003389, 2200
90, 0.001544, 2296
90, 0.001471, 2296
90, 0.003692, 2228
90, 0.003368, 2216
90, 0.001881, 2256
90, 0.001431, 2296
90, 0.003746, 2236
90, 0.003903, 2236
90, 0.001471, 2236
90, 0.001533, 2200
90, 0.003412, 2304
90, 0.003259, 2296
90, 0.003234, 2304
90, 0.003689, 2164
90, 0.001657, 2244
90, 0.001744, 2292
90, 0.001460, 2304
90, 0.001666, 2164
90, 0.002669, 2304
90, 0.001857, 2228
90, 0.001784, 2236
90, 0.001395, 2236
90, 0.001752, 2296
90, 0.001746, 2236
90, 0.001726, 2292
90, 0.001912, 2292
90, 0.002914, 2236
90, 0.003347, 2228
90, 0.001636, 2208
90, 0.001743, 2216
90, 0.001811, 2248
90, 0.001473, 2236
90, 0.002007, 2164
90, 0.001899, 2236
90, 0.001730, 2236
90, 0.001819, 2256
90, 0.001727, 2244
90, 0.002063, 2256
90, 0.003179, 2296
90, 0.001584, 2236
90, 0.001941, 2296
90, 0.002016, 2296
90, 0.001737, 2164
90, 0.001820, 2200
90, 0.001575, 2228
90, 0.001674, 2208
90, 0.003033, 2304
90, 0.003449, 2304
90, 0.003898, 2296
90, 0.001904, 2200
90, 0.001596, 2292
90, 0.002994, 2296
90, 0.001631, 2228
90, 0.001443, 2204
90, 0.001667, 2244
90, 0.001614, 2236
90, 0.003059, 2208
90, 0.001788, 2228
90, 0.001602, 2216
90, 0.003541, 2304
90, 0.001597, 2256
90, 0.002780, 2244
90, 0.002796, 2164
90, 0.003868, 2216
90, 0.001669, 2280
90, 0.003388, 2292
90, 0.002551, 2280
90, 0.001529, 2228
100, 0.001994, 2284
100, 0.001980, 2256
100, 0.003979, 2208
100, 0.003196, 2308
100, 0.001965, 2304
100, 0.001768, 2236
100, 0.001742, 2228
100, 0.002022, 2296
100, 0.003718, 2292
100, 0.003507, 2256
100, 0.003950, 2208
100, 0.001827, 2280
100, 0.001701, 2236
100, 0.002015, 2228
100, 0.001919, 2296
100, 0.001774, 2236
100, 0.001740, 2296
100, 0.001772, 2200
100, 0.003512, 2248
100, 0.001995, 2208
100, 0.001882, 2220
100, 0.001606, 2280
100, 0.002050, 2292
100, 0.004188, 2292
100, 0.001927, 2236
100, 0.004344, 2296
100, 0.001677, 2256
100, 0.001941, 2296
100, 0.004053, 2216
100, 0.002018, 2204
100, 0.002254, 2280
100, 0.001600, 2228
100, 0.001893, 2164
100, 0.001561, 2228
100, 0.001617, 2280
100, 0.001885, 2304
100, 0.001705, 2236
100, 0.002310, 2304
100, 0.004118, 2236
100, 0.001662, 2200
100, 0.001864, 2296
100, 0.002057, 2244
100, 0.001803, 2256
100, 0.004352, 2280
100, 0.002067, 2236
100, 0.001689, 2244
100, 0.001873, 2244
100, 0.004360, 2236
100, 0.003888, 2256
100, 0.001848, 2296
100, 0.001975, 2200
100, 0.001628, 2304
100, 0.001929, 2236
100, 0.003447, 2256
100, 0.002421, 2204
100, 0.003855, 2200
100, 0.003291, 2208
100, 0.004472, 2296
100, 0.004029, 2244
100, 0.001881, 2228
100, 0.003754, 2236
100, 0.003644, 2208
100, 0.002353, 2208
100, 0.002024, 2236
100, 0.003841, 2244
100, 0.004127, 2256
100, 0.004585, 2208
100, 0.001795, 2304
100, 0.001901, 2208
100, 0.001907, 2236
100, 0.001694, 2292
100, 0.003794, 2200
100, 0.002169, 2208
100, 0.001774, 2280
100, 0.003806, 2280
100, 0.001709, 2164
100, 0.003968, 2236
100, 0.002000, 2236
100, 0.001720, 2236
100, 0.003995, 2256
100, 0.004158, 2236
100, 0.003522, 2228
100, 0.003465, 2244
100, 0.004276, 2296
100, 0.004450, 2200
100, 0.004200, 2280
100, 0.004009, 2216
100, 0.001814, 2244
100, 0.001929, 2256
100, 0.001824, 2208
100, 0.001918, 2304
100, 0.003931, 2292
100, 0.001983, 2304
100, 0.001820, 2244
100, 0.004295, 2228
100, 0.002165, 2256
100, 0.003398, 2304
100, 0.001930, 2296
100, 0.001892, 2200
100, 0.003567, 2244
100, 0.002012, 2256
